"priority","key","english","portuguese","do_not_translate","notes"
"1","status.confirmed.label","Confirmed","","","Short label on: connection-status chips. The same English text ""Confirmed"" is used by 3 different keys (e.g. awards.confirmed.label, rtty.seq.confirmed) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","status.dupe.label","Already worked","","",""
"1","status.snrStrong.label","Strong signal","","",""
"1","status.snrMarginal.label","Marginal signal","","",""
"1","status.snrWeak.label","Weak signal","","",""
"1","status.tx.label","Transmitting","","","Short label on: connection-status chips. The same English text ""Transmitting"" is used by 3 different keys (e.g. settings.sstv.transmitting.title, shell.tx.announce.on) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","status.rx.label","Receiving","","","Short label on: connection-status chips. The same English text ""Receiving"" is used by 3 different keys (e.g. settings.sstv.receiving.title, shell.tx.announce.off) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","status.bandOpen.label","Band open","","",""
"1","status.bandMarginal.label","Band marginal","","",""
"1","status.bandClosed.label","Band closed","","",""
"1","status.alertCritical.label","Critical","","","One-word control on: connection-status chips. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"1","status.alertWarning.label","Warning","","","One-word control on: connection-status chips. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"1","status.alertInfo.label","Info","","","Short label on: connection-status chips. The same English text ""Info"" is used by 2 different keys (e.g. aprs.table.info) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","common.dismiss","Dismiss","","","One-word control on: shared banners. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"1","theme.aria","Theme","","","Short label on: theme switcher. The same English text ""Theme"" is used by 2 different keys (e.g. settings.workspace.theme.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","theme.light.label","Light","","","One-word control on: theme switcher. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"1","theme.light.title","Light (sunlight)","","",""
"1","theme.dark.label","Dark","","","One-word control on: theme switcher. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"1","theme.dark.title","Dark (shack)","","",""
"1","onboarding.setStation","Set your callsign & station in Settings →","","",""
"1","externalLink.failed","Could not open the link: {{detail}}","","{{detail}}",""
"1","crash.title","{{label}} hit an error","","{{label}}",""
"1","crash.hint","The rest of Nexus is still running — the radio was not touched. Pick another section from the rail, or copy the details below into a bug report.","","Nexus",""
"1","crash.reload","Reload window","","",""
"1","crash.panelWindow","The {{panel}} window","","{{panel}}",""
"1","update.failed","Update failed","","",""
"1","update.unknownError","Unknown error","","",""
"1","update.installing","Installing {{version}} — Nexus will restart…","","{{version}} | Nexus",""
"1","update.ready","Nexus {{version}} is ready to install","","{{version}} | Nexus",""
"1","update.readyDownloaded","Nexus {{version}} is ready to install ({{percent}}% downloaded)","","{{version}} | {{percent}} | Nexus",""
"1","update.install.label","Install and restart","","",""
"1","update.install.title","Install the update and restart Nexus","","Nexus",""
"1","update.notNow.label","Not now","","","Short label on: update banner. The same English text ""Not now"" is used by 2 different keys (e.g. reveal.notNow) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","update.notNow.title","Not now — the update stays downloaded","","",""
"1","update.available","Nexus {{latest}} is available — you're on {{current}}","","{{latest}} | {{current}} | Nexus",""
"1","update.download","Download","","","Short label on: update banner. The same English text ""Download"" is used by 2 different keys (e.g. ota.parks.download) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","update.downloadFailed","Couldn't open your browser — download Nexus yourself from {{url}}","","{{url}} | Nexus",""
"1","update.copyLink","Copy link","","",""
"1","update.checkFailed","Could not reach the update server to check for updates","","",""
"1","update.upToDate","You're on the latest Nexus ({{current}})","","{{current}} | Nexus",""
"1","update.unreadable","Couldn't read the latest release info","","",""
"1","freq.control.aria","Frequency control","","",""
"1","freq.channel.label","Band / Channel","","",""
"1","freq.channel.aria","Band channel preset","","",""
"1","freq.channel.title","Pick a band-plan channel","","",""
"1","freq.channel.presets","— Presets —","","",""
"1","freq.channel.rxOnly","receive only","","",""
"1","freq.channel.rxOnly.title","Your licence class has no transmit privileges on this band. You can tune here and listen; transmitting will be refused.","","",""
"1","freq.channel.custom","{{band}} (custom)","","{{band}}",""
"1","freq.dial.label","Dial (MHz)","","MHz","Short label on: frequency readout & control. The same English text ""Dial (MHz)"" is used by 2 different keys (e.g. settings.workingFrequencies.stock.dial) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","freq.band.title","Current band","","",""
"1","freq.mode.aria","Phone mode","","","Short label on: frequency readout & control. The same English text ""Phone mode"" is used by 3 different keys (e.g. settings.phone.mode.label, phone.mode.aria) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","freq.readout.dial.label","Dial frequency (MHz)","","MHz",""
"1","freq.readout.title.editable","Click to enter a frequency (MHz)","","MHz",""
"1","freq.readout.title.digitTune","Scroll a digit to tune it (100 Hz … 10 MHz) · ←/→ pick a digit, ↑/↓ spin it · click to type a frequency (MHz)","","MHz | Hz",""
"1","freq.readout.announce.dial","{{dial}} megahertz","","{{dial}}",""
"1","freq.readout.announce.digit","{{step}} digit","","{{step}}",""
"1","bandPicker.select.title","Band — your last frequency on this band in this mode this session, else the start of your licensed segment","","",""
"1","bandPicker.txLock.label","🔒 TX locked","","TX",""
"1","bandPicker.txLock.splitTitle","TX locked — your split transmit frequency, {{tx}} MHz, is outside your license privileges. Receiving on {{rx}} MHz is fine.","","{{tx}} | {{rx}} | MHz | TX",""
"1","bandPicker.txLock.title","This frequency/mode is outside your license privileges — transmit is blocked. Pick a band above, or change your license class in Settings.","","",""
"1","bandStrip.offPlan","{{band}} — off the band plan","","{{band}}",""
"1","bandStrip.empty.noPlan","no band-plan data for {{band}}","","{{band}}",""
"1","bandStrip.empty.thisFrequency","this frequency","","","Short label on: band strip. The same English text ""this frequency"" is used by 2 different keys (e.g. bandMap.empty.thisFrequency) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","bandStrip.count::one","{{count}} {{mode}} spot · {{band}}","","{{count}} | {{mode}} | {{band}}","Plural form ""one"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"1","bandStrip.count::other","{{count}} {{mode}} spots · {{band}}","","{{count}} | {{mode}} | {{band}}","Plural form ""other"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"1","bandStrip.empty.none","no {{mode}} spots on {{band}} yet","","{{mode}} | {{band}}",""
"1","bandStrip.legend.label","Legend","","","Short label on: band strip. The same English text ""Legend"" is used by 2 different keys (e.g. bandMap.legend.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","bandStrip.legend.title","Show/hide the colour + type key","","",""
"1","bandStrip.popout.label","⧉ Band map","","",""
"1","bandStrip.popout.title","Open the vertical band map in its own window","","",""
"1","bandStrip.track.title","{{band}}: {{lo}}–{{hi}} MHz","","{{band}} | {{lo}} | {{hi}} | MHz",""
"1","bandStrip.track.title.tunable","{{band}}: {{lo}}–{{hi}} MHz — scroll to tune","","{{band}} | {{lo}} | {{hi}} | MHz",""
"1","bandStrip.shade.title","Your licensed phone segment on this band","","",""
"1","bandStrip.spot.title","{{detail}} — click to work","","{{detail}}",""
"1","bandStrip.age.secs","{{secs}}s ago","","{{secs}}","Short label on: band strip. The same English text ""{{secs}}s ago"" is used by 5 different keys (e.g. map.hover.aprs.ageSecs, chase.age.secs, bandMap.age.secs) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","bandStrip.age.mins","{{mins}}m ago","","{{mins}}","Short label on: band strip. The same English text ""{{mins}}m ago"" is used by 7 different keys (e.g. map.hover.aprs.ageMins, prop.opening.ago.mins, chase.age.mins) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","bandStrip.age.hours","{{hours}}h ago","","{{hours}}","Short label on: band strip. The same English text ""{{hours}}h ago"" is used by 4 different keys (e.g. prop.opening.ago.hours, bandMap.age.hours, program.age.hours) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","bandStrip.dial.title","You: {{freq}} MHz","","{{freq}} | MHz","Short label on: band strip. The same English text ""You: {{freq}} MHz"" is used by 2 different keys (e.g. bandMap.dial.title) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","bandStrip.dial.title.blocked","You: {{freq}} MHz — transmit blocked (outside your privileges)","","{{freq}} | MHz",""
"1","link.quality.solid","Solid {{snr}} dB","","{{snr}} | dB",""
"1","link.quality.marginal","Marginal RV{{rv}}","","{{rv}}",""
"1","link.quality.weak","Weak {{snr}} dB","","{{snr}} | dB",""
"1","link.dial.label","Dial","","","Short label on: link tier pill. The same English text ""Dial"" is used by 2 different keys (e.g. sat.lockOn.name) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","link.band.label","Band","","","Short label on: link tier pill. The same English text ""Band"" is used by 13 different keys (e.g. logbook.field.band.label, logbook.column.band, logEntry.override.band.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"1","link.tier.label","Tier","","","One-word control on: link tier pill. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"1","link.audioFreq.label","Audio f","","",""
"1","share.copied","Share card copied — paste it anywhere","","",""
"1","share.saved","Share card saved → {{path}}","","{{path}}",""
